Accel x,Accel y,Accel z,Gyro x,Gyro y,Gyro z,AccelLPF x,AccelLPF y,AccelLPF z,GyroLPF x,GyroLPF y,GyroLPF z
0.70381737,7.881541,6.939489,0.03803005,0.01666109,0.2370961,0.6521678,6.502159,7.3654156,-0.005456699,-0.023583777,0.10081785
-0.04553555,1.597031,8.883497,0.0032107662,0.09631786,0.15743932,0.47774196,5.275877,7.744936,-0.0032898327,0.0063916314,0.11497322
-1.1707621,2.8850565,6.2212596,0.004310323,0.08617749,0.04149719,0.06561595,4.678172,7.364017,-0.0013897938,0.026338097,0.09660421
-0.4597146,5.2145143,11.701351,-2.10E-04,0.08361187,8.85E-02,-0.065716684,4.812258,8.448351,-0.0010948649,0.04065654,0.0945866
0.0813517,6.1745477,6.2164707,0.026790146,0.08397838,0.06971914,-0.028949589,5.15283,7.890381,0.0058763875,0.051487,0.08836974
-0.05032374,5.6646047,9.889019,0.032043573,0.081901446,-0.03901478,-0.034293126,5.2807736,8.39004,0.0124181835,0.05909061,0.056523614
0.35906714,4.5417724,10.509089,-0.014870833,0.03779701,-0.010915007,0.064046934,5.0960236,8.919803,0.0055959295,0.05376721,0.03966396
0.0071346313,3.7038379,11.2775955,-1.88E-02,0.06553027,0.14888722,0.04981886,4.7479773,9.509251,-4.98E-04,0.05670798,0.066969775
0.56256557,3.0382786,9.412593,0.012007217,0.10218216,0.03624375,0.17800553,4.320553,9.485086,0.0026281956,0.06807652,0.05928827
0.2848501,2.0638804,15.584579,0.03338748,0.09753959,-0.05269815,0.20471667,3.7563848,11.00996,0.010318017,0.075442284,0.031291664
1.010262,5.427589,14.495265,-0.020735133,0.024724508,-0.09338173,0.40610301,4.1741858,11.881287,0.002554729,0.06276284,1.23E-04
1.0270207,5.549688,10.049423,0.01848238,0.054046012,-0.19759527,0.56133246,4.518061,11.423321,0.0065366416,0.060583636,-0.049306333
0.34709665,6.0883603,4.6722775,-0.034907196,-0.056031805,-0.26112518,0.5077735,4.910636,9.735559,-0.0038243174,0.031429775,-0.102261044
-0.44535005,-0.2296663,10.422903,0.084455766,-0.024389017,-0.12954493,0.26949263,3.6255603,9.907395,0.018245703,0.017475076,-0.10908201
-0.24185164,11.288343,3.1089308,0.052202113,-0.015959084,-0.15825558,0.14165656,5.541256,8.207779,0.026734805,0.009116536,-0.121375404
-0.12454082,2.516365,16.963581,-0.0240338,-0.14387415,-0.14237311,0.07510722,4.785033,10.396729,0.014042653,-0.029131135,-0.12662484
-0.3400097,6.8137717,5.495847,0.003943802,-0.1901777,-0.07749926,-0.02867201,5.2922177,9.171509,0.01151794,-0.06939278,-0.11434344
-0.27058083,8.274173,0.6956794,-3.32E-04,-0.16244444,0.13239385,-0.089149214,6.0377064,7.0525513,0.008555393,-0.092655696,-0.052659117
-0.22509296,4.5441666,8.5818405,-0.023422936,-0.08486462,0.08437989,-0.12313515,5.6643214,7.4348736,5.61E-04,-0.09070793,-0.018399365
0.06459299,0.94823027,14.904655,-0.005952204,-0.022922939,0.07497257,-0.076203115,4.4852986,9.302319,-0.0010674429,-0.07376168,0.0049436186
1.1036319,7.395538,2.558288,-0.023300769,0.050991684,0.06690916,0.21875563,5.212858,7.616311,-0.0066257743,-0.04257334,0.020435004
0.23217991,6.172154,5.780745,-0.02159034,0.011163311,-0.06589283,0.2221117,5.452682,7.1574197,-0.010366916,-0.029139178,-0.0011469554
3.1793156,11.5493,3.9564419,-0.042237572,0.00700943,0.029157717,0.96141267,6.9768367,6.3571754,-0.018334579,-0.020102026,0.0064292126
0.46680158,5.6071463,12.249599,-8.79E-05,0.025824063,-0.0542864,0.8377599,6.634414,7.8302813,-0.01377291,-0.008620504,-0.008749692
-0.7745385,6.5635886,6.9179425,-0.024423592,-0.09548786,-0.12885262,-0.19363463,1.6408972,1.7294856,-0.006105898,-0.023871966,-0.032213155
0.3423085,8.869106,12.623079,-0.015347885,-0.015610015,0.09734184,-0.05964884,3.4479494,4.452884,-0.008416395,-0.021806479,1.76E-04
0.09930745,7.256681,7.874385,-0.014184329,-0.039171945,-0.040539034,-0.01990977,4.400132,5.3082595,-0.009858378,-0.026147846,-0.010003062
0.77444327,10.232546,3.9732003,0.0011745524,-0.08036168,-0.06386825,0.17867848,5.8582354,4.974495,-0.0071001453,-0.039701305,-0.023469359
1.0126561,4.383762,8.799704,-0.055781312,-0.04981844,0.16191898,0.38717288,5.489617,5.930797,-0.019270437,-0.04223059,0.022877727
1.4639438,5.7172747,10.603657,-5.24E-02,0.03529538,-0.18673934,0.65636563,5.546531,7.099012,-0.027554583,-0.022849098,-0.02952654
-0.23466934,9.267723,4.4268823,-0.012439012,0.0057993373,-0.008017762,0.4336069,6.476829,6.4309797,-0.02377569,-0.015686989,-0.024149345
0.44046652,4.886523,10.055409,-0.08300842,-0.017704412,-0.03227782,0.4353218,6.0792522,7.337087,-0.038583875,-0.016191345,-0.026181463
1.0186414,5.647846,7.9916954,-0.03629182,-0.012875669,0.034277346,0.5811517,5.9714007,7.500739,-0.03801086,-0.015362426,-0.011066761
0.014316946,10.474349,10.361853,0.07715449,-0.018926144,0.011878974,0.43944302,7.097138,8.216018,-0.0092195235,-0.016253356,-0.005330327
0.2716825,8.885865,3.1651924,1.41E-03,-0.010548563,-0.041935302,0.3975029,7.5443196,6.9533114,-6.56E-03,-0.014827157,-0.014481571
-2.4994867,5.0852327,12.362123,-0.03216121,-0.084608644,-8.62E-04,-0.3267445,6.929548,8.305514,-0.012962423,-0.03227253,-0.011076657
1.6997623,9.331167,8.565082,0.01699885,-0.00781422,0.15621758,0.17988223,7.5299525,8.370406,-0.005472105,-2.62E-02,0.030746901
-0.7087009,3.6990497,6.4427137,-0.02948504,0.05239958,0.0658096,-0.042263553,6.572227,7.888483,-0.011475339,-0.006518569,0.039512575
0.9731535,5.3126726,10.749697,0.019384138,0.08102297,0.00879556,0.21159069,6.2573385,8.603786,-0.0037604691,0.015366815,0.03183332
-0.25023103,-0.3733122,11.066915,0.009668478,0.04152038,-0.06817339,0.09613526,4.599676,9.219568,-4.03E-04,0.021905206,0.0068316422
0.032272696,3.6679265,13.030075,0.02717993,0.027499579,-0.03792105,0.08016962,4.366739,10.172195,0.0064925584,0.0233038,-0.0043565305
-0.0036388338,9.920116,6.0285344,0.011588336,0.0023668576,0.00803925,0.059217505,5.755083,9.13628,0.007766503,0.018069563,-0.0012575854
1.7237034,3.464428,15.583383,-0.02419088,-0.0066506676,0.0030359821,0.475339,5.1824193,10.748055,-2.23E-04,0.011889506,-1.84E-04
-0.93374616,9.875825,2.0806656,0.020373154,0.044429254,-0.02017688,0.12306771,6.3557706,8.581208,0.0049261563,0.020024443,-0.005182365
-3.475082,2.3020933,11.676214,-0.050079916,0.039251447,-0.17132227,-0.7764697,5.342351,9.3549595,-0.008825362,0.024831194,-0.04671734
0.29203236,6.2679176,5.664631,0.068427846,0.018889293,-0.09918205,-0.5093442,5.573743,8.432377,0.01048794,0.02334572,-0.059833515
-0.18678737,-0.25480437,12.653006,0.0017563216,-0.063664705,-0.086732045,-0.428705,4.1166058,9.487534,0.0083050355,0.001593113,-0.066558145
2.1546412,11.835394,2.6576433,0.0062359916,-0.101189256,-0.011915658,0.21713153,6.046303,7.780061,0.0077877743,-0.02410248,-0.052897524
-1.7202076,6.290662,4.103679,0.16820243,-0.034750443,-0.071954936,-0.26720324,6.1073923,6.8609653,0.047891438,-0.026764471,-0.057661876
-0.77214456,3.6463795,9.06904,-0.083241135,-0.061803028,-0.09842574,-0.39343858,5.492139,7.412984,0.015108295,-0.03552411,-0.06785284
0.7074085,4.580078,13.54361,-0.028030604,-0.07367125,-0.006563319,-0.118226826,5.264124,8.945641,0.00432357,-0.045060895,-0.05253046
0.6152357,4.5752897,10.649145,-0.008017508,-0.064304665,-0.009297673,0.0651388,5.091915,9.371517,0.0012383005,-0.04987184,-0.041722264
0.38779628,6.743146,-0.73120344,-0.022445554,-1.93E-04,-0.029659826,0.14580317,5.5047226,6.845837,-0.004682663,-0.037452117,-0.038706653
1.3382535,9.155201,8.817659,-0.06090095,0.0151659325,-0.10558159,0.44391572,6.417342,7.338793,-0.018737234,-0.024297604,-0.055425387
-1.9009622,3.298038,11.06093,0.15266898,-0.09025187,0.009610045,-0.14230376,5.637516,8.269327,0.024114318,-0.04078617,-0.03916653
-0.99718976,7.5954456,3.7397761,-0.0058649406,-0.031376146,-0.01604627,-0.35602528,6.1269984,7.1369395,0.016619503,-0.038433664,-0.033386465
-0.094614565,7.074729,7.1741104,0.052545357,-0.11521004,0.1156678,-0.2906726,6.363931,7.146232,0.025600966,-0.05762776,0.0038770996
0.49792486,6.1494102,10.734136,-0.019478494,-0.04452428,0.107697465,-0.093523234,6.310301,8.043208,0.0143311005,-0.05435189,0.029832192
-1.0582393,-1.4889623,15.421782,-0.03367384,0.0064974744,0.25069797,-0.33470225,4.360485,9.887852,0.0023298655,-0.039139546,0.08504864
0.9707594,11.379319,2.0267982,0.10374162,-0.1267874,0.0035014022,-0.008336842,6.1151934,7.9225883,0.027682805,-0.06105151,0.06466183
1.8086939,7.6936035,7.031662,0.066624336,0.0881788,0.40894106,0.44592083,6.509796,7.6998568,0.037418187,-0.023743935,0.15073164
1.1682725,6.102725,8.633314,0.060981117,0.31128988,0.06493694,0.6265087,6.4080286,7.933221,0.04330892,0.060014516,0.12928297
0.85464555,7.291395,3.6727412,-0.044087622,0.18952419,-0.026460059,0.6835429,6.62887,6.868101,0.021459784,0.09239194,0.09034721
-0.06708243,12.578762,2.7402399,0.027296286,0.15159239,-0.055897925,0.49588656,8.116343,5.836136,0.02291891,0.107192054,0.053785924
0.52665406,3.0047612,14.480902,-0.020467514,0.054959405,0.004199533,0.5035784,6.838447,7.9973273,0.012072304,0.09413389,0.041389324
-0.34000972,13.806934,-12.42877,-0.01837312,0.10627204,-0.0790526,0.2926814,8.580569,2.8908029,0.004460948,0.09716843,0.0112788435
1.0653262,5.8321915,8.143721,0.0032107616,-0.014737354,0.002279671,0.26633155,1.4580479,2.0359302,8.03E-04,-0.0036843384,5.70E-04
0.3877963,6.18173,8.349613,4.01E-04,-0.014126489,0.008632663,0.29669774,2.6389685,3.6143508,7.02E-04,-0.0062948763,0.0025856039
-0.24424575,6.2822824,8.035986,-0.0013096351,-1.99E-04,0.016940426,0.16146186,3.549797,4.7197595,1.99E-04,-0.0047708503,0.006174309
-1.1803384,6.696461,7.7965765,0.008342027,0.0020003403,0.0044787843,-0.1739882,4.336463,5.4889636,0.0022349455,-0.0030780528,0.005750428
0.07177529,6.0739956,5.4455714,0.010174622,-0.012293896,0.023537766,-0.11254732,4.7708464,5.4781156,0.0042198645,-0.0053820135,0.010197262
0.46680158,8.911003,6.381664,0.032410096,-0.0034974418,0.052981444,0.032289907,5.8058853,5.7040024,0.011267423,-0.0049108705,0.020893307
0.98632103,7.711559,3.257365,0.022025399,-0.028420722,-0.04475691,0.27079767,6.282304,5.092343,0.0139569165,-0.010788334,0.004480753
-2.097278,4.237722,2.1273503,-0.017314292,-0.037461523,8.14E-04,-0.3212213,5.771158,4.3510947,0.0061391145,-0.017456632,0.0035639638
-0.8164354,2.0375452,18.52214,0.023247126,-0.015592562,0.13202734,-0.44502482,4.837755,7.893856,0.0104161175,-0.016990615,0.035679806
0.12923366,10.014683,9.225853,-0.020368617,-0.025610747,0.07924863,-0.3014602,6.131987,8.226855,2.72E-03,-0.019145649,0.04657201
-1.3575016,4.9535575,11.739656,-0.028554205,0.0622316,0.12518564,-0.5654706,5.8373795,9.105056,-5.10E-03,0.0011986643,0.06622542
-1.7429516,7.515243,3.034714,-0.02476684,0.038285702,-0.18525581,-0.85984087,6.2568455,7.58747,-0.010015661,0.010470424,0.0033551082
-0.27058083,10.740094,6.355329,0.020925842,-0.07948901,-0.0027294196,-0.71252584,7.377658,7.2794347,-2.28E-03,-0.012019433,0.0018339762
0.27527368,2.8611155,10.047029,-0.031730697,-0.011927373,0.13007256,-0.46557596,6.2485223,7.971333,-0.009642888,-1.20E-02,0.033893622
0.45243698,6.634215,1.7203537,0.0558673,0.023747126,0.06727568,-0.23607272,6.3449454,6.4085884,0.006734658,-0.0030605327,0.042239137
0.2273917,3.6775026,9.733402,-0.010839121,-0.0032530956,-0.06796978,-0.12020661,5.678085,7.239792,0.0023412132,-0.0031086735,0.014686909
1.1419374,12.913937,7.5619545,0.00626509,-0.028298547,-0.0057837437,0.19532938,7.4870477,7.3203325,0.0033221822,-0.009406142,0.009569245
2.394051,7.6014304,5.6466756,-0.044925373,0.020692801,0.048705395,0.7450098,7.515643,6.9019184,-0.008739706,-0.0018814062,0.019353282
-1.8171686,9.332364,3.4584694,0.0063872626,0.03865223,0.013641755,0.10446519,7.9698234,6.041056,-0.0049579637,0.008252002,0.0179254
-0.19157557,11.36256,2.5415294,0.04084003,-0.0071626296,-0.08580702,0.030454993,8.818007,5.1661744,0.0064915344,0.004398344,-0.008007705
1.8410143,9.815972,8.905044,0.029477946,-0.023778152,0.07436171,0.4830948,9.067499,6.1008916,0.012238137,-0.0026457799,0.012584649
1.6423041,2.4014482,10.700618,-0.0020426689,0.04439435,-0.0040733214,0.7728971,7.4009867,7.250823,0.008667936,0.009114252,0.008420156
1.2017899,-3.4353647,13.475379,-0.007906978,0.012385042,-0.07053541,0.8801203,4.691899,8.806962,0.004524207,0.00993195,-0.011318734
0.20584482,-1.4362922,12.88643,-0.0064409007,-0.012416067,-0.05123208,0.7115514,3.159851,9.826829,0.0017829302,0.004344946,-0.021297071
2.293499,-1.3165871,27.976437,0.0140841575,-0.00997261,0.05114885,1.1070383,2.0407414,14.364231,0.0048582368,7.66E-04,-0.0031855907
-0.5004143,-6.3418007,20.95215,0.04487174,0.013362426,-0.011648044,0.7051751,-0.05489397,16.011211,0.014861613,0.0039147744,-0.005301204
1.2113663,10.290005,15.795259,-0.015115177,0.03486486,-0.001141171,0.8317229,2.5313306,15.957224,0.0073674154,0.011652296,-0.0042611957
-0.78052384,9.511923,-4.743713,-0.015359521,0.015195018,-0.088617004,0.42866123,4.276479,10.78199,0.0016856813,0.012537977,-0.025350148
-0.3376156,1.4797202,12.984588,-0.029775929,-0.02842072,0.041252837,0.23709202,3.577289,11.33264,-0.0061797216,0.002298303,-0.008699402
0.2273917,3.9264894,10.121246,-0.0061965548,0.016661096,-0.056363344,0.23466694,3.6645892,11.029791,-0.0061839297,0.0058890013,-0.020615388
1.2520659,4.7883644,11.646287,0.03021098,0.019471074,-0.06662587,0.48901668,3.945533,11.183915,0.0029147975,0.00928452,-0.032118008
0.8259164,5.228879,12.125107,-0.012060851,0.056245126,-0.20028308,0.5732416,4.2663693,11.419213,-8.29E-04,0.02102467,-0.07415928
-1.0869685,8.094615,0.44190502,0.052202113,-0.086086355,-0.13394317,0.15818906,5.2234306,8.674887,0.012428693,-0.005753085,-0.08910525
-0.6751835,11.446353,-1.593079,-0.028554205,-0.10832183,-0.09191567,-0.050154075,6.7791615,6.1078954,0.002182968,-0.03139527,-0.08980785
-0.6584248,8.116162,1.0260651,0.019704115,-0.10807748,-0.09411479,-0.20222175,7.113412,4.8374376,0.0065632546,-0.050565824,-0.09088459
-0.9121992,1.5204198,8.251455,0.0188489,-0.14314112,-0.045612127,-0.3797161,5.715164,5.690942,0.009634666,-0.07370965,-0.07956647
0.30879107,2.8467507,9.814802,0.005287705,-0.069837354,0.019750401,-0.2075893,4.9980607,6.7219067,0.008547926,-0.072741576,-0.054737255
-0.21551655,8.958885,1.5455846,-0.05469921,-0.054932248,0.008266144,-0.20957111,5.988267,5.427826,-0.007263858,-0.06828924,-0.038986407
0.25372678,10.902893,-1.2650874,0.00797551,-0.049678817,-0.023376644,-0.09374663,7.2169237,3.7545977,-0.0034540158,-0.06363664,-0.035083964
-0.3017041,-0.4259824,9.419775,-0.013160415,-0.007040455,-0.059906356,-0.14573601,5.306197,5.170892,-0.0058806157,-0.04948759,-0.04128956
-1.2066735,4.0007057,10.487543,0.017016303,-0.06898214,-0.017634518,-0.4109704,4.979824,6.5000544,-1.56E-04,-0.054361228,-0.0353758
0.23217991,4.1563225,6.0464897,-0.018780366,-0.06861562,0.058723576,-0.2501828,4.7739487,6.3866634,-0.0048123808,-0.057924826,-0.011850957
-0.8044649,10.912469,-0.6186808,-0.04590276,-0.036728486,0.0947646,-0.38875332,6.3085785,4.6353273,-0.0150849745,-0.05262574,0.014802933
0.97195643,10.06017,2.0866506,0.03864091,0.015805885,0.097452395,-0.04857588,7.246476,3.9981582,-0.0016535036,-0.035517834,0.0354653
-1.0414807,2.1548562,7.791788,0.018971074,-0.022189904,-0.06454893,-0.29680207,5.9735713,4.9465656,0.0035026409,-0.032185853,1.05E-02
0.4141314,6.998118,8.313702,0.0025998987,-0.25334108,0.42463154,-0.11906871,6.2297077,5.7883496,0.0032769553,-0.08747466,0.11400419
0.15796286,3.8091784,11.543341,0.07113892,-0.10722227,0.6626244,-0.04981082,5.6245756,7.2270975,0.020242445,-0.09241156,0.25115925
4.2303247,11.748011,3.695485,0.17498593,0.19026884,0.3080786,1.0202231,7.1554346,6.3441944,0.05892832,-0.021741465,0.26538908
0.63917667,-0.9694428,27.777725,0.17217593,0.34164116,0.06984131,0.9249615,5.124215,11.702578,0.08724022,0.069104195,0.21650214
-0.41901493,1.8531996,19.314587,-0.013160413,0.41445622,-0.10339992,0.5889674,4.3064613,13.605579,0.062140062,0.15544221,0.13652663
-3.6127427,3.3854227,11.282384,-0.02220121,0.32490346,-0.44499546,-0.46146017,4.0762014,13.02478,0.041054744,0.19780752,-0.008853897
-0.76615924,5.4108305,1.7371124,0.090564415,-0.06666085,-0.10828684,-0.53763497,4.4098587,10.202864,0.053432163,0.13169043,-0.033712134
1.0126561,12.897178,9.024749,-0.069115624,-0.009728251,-0.025453586,-0.1500622,6.5316887,9.908335,0.022795215,0.096335754,-0.031647496
-0.36395067,9.935678,-5.0693107,0.014328497,0.10218216,-0.03205092,-0.20353432,7.3826857,6.1639233,0.020678535,0.09779736,-0.03174835
-1.2401909,-3.9955835,16.12086,0.0423061,-0.09867017,-0.08983873,-0.46269846,4.5381184,8.653157,0.026085425,0.048680477,-0.046270944
3.6988351,13.883547,9.956053,0.1605695,-0.2918256,0.11895483,0.5776849,6.8744755,8.978881,0.059706446,-0.036446042,-0.0049645007
0.7098026,9.074999,6.6905026,0.03707012,-0.17007153,0.22317997,0.17745066,2.2687497,1.6726257,0.00926753,-0.04251788,0.05579499
1.6123779,6.589924,8.518397,-0.04170233,0.12960126,0.015427823,0.53618246,3.3490434,3.3840685,-0.003474935,5.12E-04,0.0457032
1.155105,7.4889083,7.3871856,-0.024598122,0.108191915,-0.39670226,0.6909131,4.3840094,4.3848476,-0.008755731,0.027431905,-0.06489816
-0.97085476,6.7874374,8.94335,-0.003014239,-0.1516874,-0.65902495,0.27547112,4.984866,5.524473,-0.0073203584,-0.01734792,-0.21342987
-1.364684,7.4817266,9.2701435,0.028634373,-0.2695552,-0.39356068,-0.13456765,5.6090813,6.460891,0.0016683247,-0.08039974,-0.25846258
0.35906714,8.390287,5.6849813,0.074827395,-0.29387343,0.011820796,-0.011158951,6.304383,6.2669134,0.019958092,-0.13376816,-0.19089174
-0.3591625,7.7821856,5.045757,-0.022503732,-0.15098928,0.12904865,-0.09815984,6.6738334,5.961624,9.34E-03,-0.13807344,-0.110906646
0.97195643,6.257144,7.540408,-0.017500456,-0.050225686,-0.0902227,0.16936922,6.569661,6.3563204,0.0026318626,-0.1161115,-0.10573566
1.1682725,3.1986833,10.230177,6.29E-02,-0.038997408,-0.110352136,0.41909504,5.726917,7.3247843,0.017699141,-0.096832976,-0.10688978
0.45483103,6.8915806,11.871332,0.058130406,-0.14011005,-0.10499981,0.42802903,6.0180826,8.461421,0.027806956,-0.10765225,-0.10641728
-0.80087376,2.1835852,8.858358,-0.01715139,-0.16064677,0.00978458,0.12080333,5.0594583,8.560656,0.01656737,-0.12090088,-7.74E-02
0.29921463,7.5954456,6.331388,0.015660774,-0.022358617,0.084891856,0.16540615,5.693455,8.003339,0.016340721,-0.096265316,-0.036802147
-0.9349432,6.5192986,8.823645,0.03171778,-0.011013986,-0.030648846,-0.109681174,5.899916,8.208415,0.020184986,-0.07495248,-0.03526382
0.18310085,9.586139,7.745103,-0.031870324,-0.05162195,0.056443006,-0.036485672,6.8214717,8.0925865,0.0071711587,-0.06911985,-0.012337115
0.34470248,5.817827,12.588366,0.02299114,-1.35E-04,0.0715692,0.058811367,6.5705605,9.216532,1.11E-02,-0.05187358,0.008639462
0.92766553,3.462034,9.522722,-4.72E-05,0.048152626,0.010948134,0.2760249,5.793429,9.293079,0.008332821,-0.026867028,0.00921663
1.8086939,5.6286936,7.2207956,0.023980167,0.040007766,-0.037513807,0.65919214,5.752245,8.775008,0.012244657,-0.01014833,-0.0024659792
0.24654448,13.010897,3.4153755,0.050741855,-0.010548564,-0.015755383,0.5560302,7.566908,7.4351,0.021868955,-0.010248388,-0.00578833
-0.13292015,10.860996,0.48140758,-0.007726618,0.012082513,0.022060052,0.38379264,8.39043,5.696677,0.014470062,-0.0046656625,0.0011737654
-0.13531423,7.135779,8.276593,0.009028525,0.010453546,-0.030183427,0.25401592,8.076768,6.341656,0.013109678,-8.86E-04,-0.0066655325
-1.0055692,-1.7750568,12.578789,0.020024087,0.015689528,-0.0063306135,-0.060880363,5.6138115,7.9009395,0.01483828,0.0032579869,-0.006581803
-0.9505049,9.4987545,3.8032196,0.009435759,0.005973867,0.027296044,-0.2832865,6.5850472,6.8765097,0.01348765,0.003936957,0.0018876586
1.6411071,2.739016,12.498587,-0.04274953,0.054726686,-0.008774072,0.1978119,5.6235394,8.282029,-5.72E-04,0.01663439,-7.78E-04
0.42490482,11.495432,1.3420858,-0.019245785,0.07805591,-0.075096525,0.25458515,7.0915127,6.5470433,-0.0052401805,0.03198977,-0.019357461
0.04184906,-0.44274116,15.797655,0.02002408,1.56E-04,-0.1517746,0.20140113,5.207949,8.859696,0.0010758843,0.024031354,-0.052461747
-0.10059981,6.186518,7.667295,0.02002408,1.56E-04,-0.1517746,0.1259009,5.4525914,8.561596,0.005812933,0.018062543,-0.07728996
1.156302,9.1911125,9.268947,0.06600765,-0.08327637,-0.041091725,0.38350117,6.387222,8.738434,0.020861613,-0.007272184,-0.068240404
0.37343174,7.8432345,4.538208,-3.28E-02,-0.07814512,-0.114151135,0.38098383,6.751225,7.6883774,0.0074386466,-0.024990417,-0.07971808
-0.16763459,8.927761,3.9372892,0.04499391,-0.09512715,-0.005539398,0.24382922,7.295359,6.7506056,0.016827462,-0.0425246,-0.06117341
0.09811038,0.58672136,13.772247,-0.03600675,-0.06519477,-0.01152587,0.20739952,5.6182,8.506016,0.003618909,-0.048192143,-0.048761524
0.6487531,6.466628,5.5413356,-0.066061296,-0.041981917,0.010587434,0.3177379,5.830307,7.764846,-0.013801143,-0.046639588,-0.033924285
-0.2873395,-0.7659444,10.274468,-0.026843775,-0.0030087486,-0.076644056,0.16646856,4.181244,8.392252,-0.0170618,-0.035731878,-0.044604227
1.4244411,7.1369753,5.3713546,-0.02024644,-0.0059409006,-0.030340504,0.48096168,4.9201765,7.6370277,-0.01785796,-0.028284134,-0.041038297
